,week,weekday,hour,minute,CellID,smsin,smsout,callin,callout,internet,idx,relativeHumidity,precipitation,temperature,windSpeed,CO,NO2,NO,Benzene
14402,51,1,15,0,5644,47.68936231631039,9.86573360756978,23.65250430792091,37.808720545706905,378.5686916031073,51642.0,55.0,0.0,9.8,1.0666666666666667,1.7,85.7,202.9,6.375
14408,51,1,15,10,5644,33.938473861932174,8.77348497402453,31.273374384687123,40.03745135592249,319.78097892069263,51643.0,55.5,0.0,9.683333333333334,1.0305555555555554,1.7166666666666666,86.83333333333334,210.06666666666666,6.384722222222223
14414,51,1,15,20,5644,45.51013622717485,12.28564359360241,27.834063924242983,47.296773387496884,268.6045102991186,51644.0,56.0,0.0,9.566666666666666,0.9944444444444445,1.7333333333333334,87.96666666666667,217.23333333333335,6.394444444444445
14420,51,1,15,30,5644,31.31744566892479,17.302087799325967,45.2072929602375,38.92899125999388,321.1535606515427,51645.0,56.5,0.0,9.45,0.9583333333333334,1.75,89.1,224.4,6.404166666666667
14426,51,1,15,40,5644,34.41116968654955,13.370060378630765,33.247985748113216,40.424043312958624,298.97248398374774,51646.0,57.0,0.0,9.333333333333334,0.9222222222222223,1.7666666666666666,90.23333333333333,231.56666666666666,6.413888888888889
14432,51,1,15,50,5644,35.41434750657692,12.276807103647368,35.39188551955783,26.895463222005787,272.509480713776,51647.0,57.5,0.0,9.216666666666667,0.8861111111111112,1.7833333333333334,91.36666666666667,238.73333333333335,6.423611111111112
14438,51,1,16,0,5644,33.674613271174415,16.449158716690956,33.768760849870475,37.710703383001345,260.59862544708693,51648.0,58.0,0.0,9.1,0.8500000000000001,1.8,92.5,245.9,6.433333333333334
14444,51,1,16,10,5644,40.49687666022381,17.55256519986641,33.352159182983186,45.05199719488567,247.77021641858482,51649.0,58.5,0.0,8.65,0.7694444444444445,1.8333333333333335,95.2,258.2166666666667,6.4430555555555555
14450,51,1,16,20,5644,33.555425669631255,17.642177771086818,26.793929597719593,43.015091015180815,269.6805542867593,51650.0,59.0,0.0,8.2,0.688888888888889,1.8666666666666667,97.9,270.53333333333336,6.4527777777777775
14456,51,1,16,30,5644,34.57321811428205,17.014634764708184,34.47833956347395,36.918289885561386,237.0587762414476,51651.0,59.5,0.0,7.75,0.6083333333333334,1.9,100.6,282.85,6.4625
14462,51,1,16,40,5644,41.5856684049447,9.466125550656876,43.512801750495655,32.55823856689428,229.41034742285046,51652.0,60.0,0.0,7.3,0.5277777777777779,1.9333333333333333,103.3,295.1666666666667,6.472222222222222
14468,51,1,16,50,5644,40.58943690195796,18.316321639614934,37.06353691519303,35.38826924289493,221.86481154543682,51653.0,60.5,0.0,6.85,0.4472222222222223,1.9666666666666668,106.0,307.48333333333335,6.481944444444444
14474,51,1,17,0,5644,22.45492118627153,14.888122979112596,33.170724935500225,29.618127049487,237.84423969018903,51654.0,61.0,0.0,6.4,0.3666666666666667,2.0,108.7,319.8,6.491666666666667
14480,51,1,17,10,5644,32.921898164148104,14.679153236640296,32.85433359432995,33.54699421029386,227.25287478647402,51655.0,62.0,0.0,6.116666666666667,0.37222222222222223,2.1,113.68333333333334,351.1333333333333,6.501388888888889
14486,51,1,17,20,5644,36.67969357788701,8.479469037273669,31.17467217190496,47.179028366307925,228.92615839494133,51656.0,63.0,0.0,5.833333333333334,0.3777777777777778,2.2,118.66666666666667,382.4666666666667,6.511111111111111
14492,51,1,17,30,5644,30.147437392821484,12.61464291717262,25.85264269098021,33.557152452584944,205.50577996906767,51657.0,64.0,0.0,5.550000000000001,0.3833333333333334,2.3,123.65,413.8,6.520833333333334
14498,51,1,17,40,5644,29.831850467401924,9.176022735832996,19.328590249212557,31.812866571592647,228.32255488862802,51658.0,65.0,0.0,5.266666666666667,0.38888888888888895,2.4,128.63333333333333,445.1333333333333,6.530555555555556
14504,51,1,17,50,5644,36.65054873134125,13.586350480648402,38.297649040542815,35.97789574957525,222.39046110584584,51659.0,66.0,0.0,4.983333333333333,0.3944444444444445,2.5,133.61666666666667,476.4666666666667,6.540277777777778
14510,51,1,18,0,5644,22.109418334934283,9.999562959119078,25.05083074433363,20.78733468206103,223.61404236393489,51660.0,67.0,0.0,4.7,0.4000000000000001,2.6,138.6,507.8,6.550000000000001
14516,51,1,18,10,5644,37.04878767618344,12.254193909642355,27.189572692010888,29.354250914275646,234.2461191603898,51661.0,67.66666666666667,0.0,4.55,0.3777777777777778,2.6166666666666667,137.53333333333333,507.6666666666667,6.559722222222223
14522,51,1,18,20,5644,21.16341993472718,10.304610457428073,29.72075686959173,32.86049710643187,261.69123039115084,51662.0,68.33333333333333,0.0,4.4,0.3555555555555556,2.6333333333333333,136.46666666666667,507.53333333333336,6.569444444444445
14528,51,1,18,30,5644,27.493388312315826,5.971817790146595,30.32180824841813,24.381929536019026,295.4624997803864,51663.0,69.0,0.0,4.25,0.33333333333333337,2.6500000000000004,135.39999999999998,507.4,6.579166666666667
14534,51,1,18,40,5644,26.122776834134523,13.49464511725245,24.326258141867662,22.313079999765925,290.3145040557289,51664.0,69.66666666666667,0.0,4.1,0.3111111111111111,2.666666666666667,134.33333333333331,507.26666666666665,6.588888888888889
14540,51,1,18,50,5644,26.861208619144172,14.905439016095713,20.062875617582623,25.22394163413877,233.5274473858306,51665.0,70.33333333333333,0.0,3.95,0.28888888888888886,2.6833333333333336,133.26666666666665,507.1333333333333,6.598611111111111
14546,51,1,19,0,5644,25.176164432251863,10.125867810187394,28.432354077707192,23.49892560248364,256.4451418526915,51666.0,71.0,0.0,3.8,0.26666666666666666,2.7,132.2,507.0,6.608333333333333
14552,51,1,19,10,5644,25.815242849984145,14.973463009615696,16.035465735435572,24.814368999278088,245.44816604616275,51667.0,71.16666666666667,0.0,3.7166666666666663,0.25555555555555554,2.7,133.81666666666666,516.2833333333333,6.618055555555555
14558,51,1,19,20,5644,19.77210522481574,7.262352811445288,22.314275577520213,26.2265456209137,268.4460784224628,51668.0,71.33333333333333,0.0,3.6333333333333333,0.24444444444444446,2.7,135.43333333333334,525.5666666666667,6.627777777777778
14564,51,1,19,30,5644,28.156859449141344,10.15440494729188,26.08400970719084,28.962045629096714,292.8262455746982,51669.0,71.5,0.0,3.55,0.23333333333333334,2.7,137.05,534.85,6.6375
14570,51,1,19,40,5644,13.328099752049699,10.63168940766309,11.391549248467603,24.079075700182802,286.0456305361005,51670.0,71.66666666666667,0.0,3.4666666666666663,0.22222222222222224,2.7,138.66666666666666,544.1333333333333,6.647222222222222
14576,51,1,19,50,5644,19.173092863946355,9.333408813907752,21.66578666184234,15.52255435277848,237.25420450795983,51671.0,71.83333333333333,0.0,3.3833333333333333,0.21111111111111114,2.7,140.28333333333333,553.4166666666667,6.656944444444445
14582,51,1,20,0,5644,14.794365368426778,8.379566734722768,14.598840421238869,11.024703019459775,239.7230739337164,51672.0,72.0,0.0,3.3,0.20000000000000004,2.7,141.9,562.7,6.666666666666667
14588,51,1,20,10,5644,21.42073749519232,17.149996592988114,17.17192288696783,15.613570704745236,261.5822727919059,51673.0,72.33333333333333,0.0,3.2666666666666666,0.23333333333333336,2.716666666666667,146.26666666666668,587.1,6.676388888888889
14594,51,1,20,20,5644,24.72846834931703,9.023577107018065,12.167247944038355,11.112372739019289,227.20488136156703,51674.0,72.66666666666667,0.0,3.2333333333333334,0.26666666666666666,2.7333333333333334,150.63333333333333,611.5,6.686111111111112
14600,51,1,20,30,5644,28.265500603890022,7.219178898966737,12.382588833649896,18.867696785538143,278.692732475255,51675.0,73.0,0.0,3.2,0.3,2.75,155.0,635.9000000000001,6.695833333333334
14606,51,1,20,40,5644,17.212283208181468,8.255541713499813,10.643308966463527,10.002791183253608,236.60295230894081,51676.0,73.33333333333333,0.0,3.1666666666666665,0.3333333333333333,2.7666666666666666,159.36666666666667,660.3000000000001,6.705555555555556
14612,51,1,20,50,5644,18.663779356009005,9.273262236705033,6.4299124763703706,9.125446281663963,242.1681774285384,51677.0,73.66666666666667,0.0,3.1333333333333333,0.36666666666666664,2.783333333333333,163.73333333333332,684.7,6.715277777777779
14618,51,1,21,0,5644,13.451131462845845,6.736786103747865,12.782728105527653,14.237534247731599,263.6759784625692,51678.0,74.0,0.0,3.1,0.39999999999999997,2.8,168.1,709.1,6.7250000000000005
14624,51,1,21,10,5644,22.39716665469325,12.470290896260607,10.044273644650476,9.30088956216817,255.82135098483627,51679.0,74.33333333333333,0.0,2.8833333333333333,0.4083333333333333,2.8166666666666664,164.03333333333333,704.0666666666667,6.7347222222222225
14630,51,1,21,20,5644,16.123095814375873,9.899867719555278,5.914220275242222,9.302758846222863,240.37193646784732,51680.0,74.66666666666667,0.0,2.666666666666667,0.41666666666666663,2.833333333333333,159.96666666666667,699.0333333333333,6.7444444444444445
14636,51,1,21,30,5644,18.332412770959433,12.658987177499142,5.942420920090227,8.101470343386392,235.4702991681476,51681.0,75.0,0.0,2.45,0.425,2.8499999999999996,155.89999999999998,694.0,6.754166666666666
14642,51,1,21,40,5644,16.872845160000605,9.298495143767237,5.742937512644457,4.861776519612528,228.9344953219812,51682.0,75.33333333333333,0.0,2.2333333333333334,0.43333333333333335,2.8666666666666667,151.83333333333331,688.9666666666667,6.763888888888889
14648,51,1,21,50,5644,14.445599674054224,11.997897964900636,3.932594875791542,3.0950300579379864,225.0552227062756,51683.0,75.66666666666667,0.0,2.0166666666666666,0.44166666666666665,2.8833333333333333,147.76666666666665,683.9333333333333,6.773611111111111
14654,51,1,22,0,5644,10.326934433301046,5.953661635014218,6.029955177284722,3.87876606567294,228.11606258129575,51684.0,76.0,0.0,1.8,0.45,2.9,143.7,678.9,6.783333333333333
14660,51,1,22,10,5644,17.252749725971082,3.3052272630720494,3.612148600683602,8.21034079187582,278.4050768777255,51685.0,76.33333333333333,0.0,1.7666666666666666,0.4527777777777778,2.8833333333333333,143.21666666666667,681.6166666666667,6.793055555555556
14666,51,1,22,20,5644,6.078376420380637,5.3504393524330505,2.7243095776825,4.357727512216547,261.71499994961056,51686.0,76.66666666666667,0.0,1.7333333333333334,0.45555555555555555,2.8666666666666667,142.73333333333332,684.3333333333334,6.802777777777778
14672,51,1,22,30,5644,8.687432012363939,4.937125198925087,6.0248193420340685,5.471922700089505,239.89962590105904,51687.0,77.0,0.0,1.7000000000000002,0.4583333333333333,2.8499999999999996,142.25,687.05,6.8125
14678,51,1,22,40,5644,11.855219822355284,4.1513559050285975,2.076008366939631,3.9398762915051737,287.1984075795894,51688.0,77.33333333333333,0.0,1.6666666666666667,0.4611111111111111,2.833333333333333,141.76666666666668,689.7666666666667,6.822222222222223
14684,51,1,22,50,5644,7.809676391040622,3.385793064438783,3.523594402818962,2.832991876673636,232.20102213056055,51689.0,77.66666666666667,0.0,1.6333333333333333,0.46388888888888885,2.8166666666666664,141.28333333333333,692.4833333333333,6.831944444444445
14690,51,1,23,0,5644,9.931399287026732,8.920018273017563,1.8025111632316404,5.012786236964871,189.4130233788076,51690.0,78.0,0.0,1.6,0.4666666666666666,2.8,140.8,695.2,6.841666666666667
14696,51,1,23,10,5644,5.3841686779271205,8.315064421306046,4.051285667837293,10.905895453830004,236.47266718595029,51691.0,78.5,0.0,1.5166666666666668,0.44999999999999996,2.8,141.51666666666668,694.2666666666667,6.85138888888889
14702,51,1,23,20,5644,8.836799282101195,3.554637739267481,2.5313074257594916,7.972061866788019,216.5473229649012,51692.0,79.0,0.0,1.4333333333333333,0.4333333333333333,2.8,142.23333333333335,693.3333333333334,6.861111111111112
14708,51,1,23,30,5644,6.395159734979715,3.2817069533957866,1.0930544065148455,0.3801890637294598,218.07205347238119,51693.0,79.5,0.0,1.35,0.41666666666666663,2.8,142.95,692.4000000000001,6.870833333333334
14714,51,1,23,40,5644,2.1657354270873936,2.0548239617295825,0.7989593455344979,0.03793266804679834,192.7233580872726,51694.0,80.0,0.0,1.2666666666666668,0.4,2.8,143.66666666666666,691.4666666666667,6.8805555555555555
14720,51,1,23,50,5644,0.23741141230524754,1.954011974342256,0.6054934990140327,0.8935488917226149,172.5148549461833,51695.0,80.5,0.0,1.1833333333333336,0.38333333333333336,2.8,144.38333333333333,690.5333333333333,6.8902777777777775
14726,51,2,0,0,5644,5.5429554844969005,1.3303682987045604,0.8195429467399067,2.441888100990373,167.4926634768317,51696.0,81.0,0.0,1.1,0.3666666666666667,2.8,145.1,689.6,6.9
14732,51,2,0,10,5644,0.28044355218929296,0.409136302089997,0.2271196117025432,0.04822446864950269,152.55072939795613,51697.0,81.33333333333333,0.0,1.0166666666666668,0.36111111111111116,2.8166666666666664,146.06666666666666,701.3,6.871527777777779
14738,51,2,0,20,5644,1.1773332328459876,1.2203088792152301,0.03279683279614394,0.18918694365574484,173.3873605315094,51698.0,81.66666666666667,0.0,0.9333333333333333,0.35555555555555557,2.833333333333333,147.03333333333333,713.0,6.843055555555556
14744,51,2,0,30,5644,2.3987994675915245,1.2769878647030082,0.7989593455344979,2.5551895784511256,152.73291341464744,51699.0,82.0,0.0,0.8500000000000001,0.35,2.8499999999999996,148.0,724.7,6.814583333333334
14750,51,2,0,40,5644,0.2271196117025432,0.6361994202777372,0.11000292597452753,0.0,140.96507142462852,51700.0,82.33333333333333,0.0,0.7666666666666666,0.34444444444444444,2.8666666666666667,148.96666666666667,736.4,6.786111111111111
14756,51,2,0,50,5644,0.09839049838843182,1.2558646161950848,0.7886675449317936,0.1994787442584492,150.6773812696381,51701.0,82.66666666666667,0.0,0.6833333333333333,0.3388888888888889,2.8833333333333333,149.93333333333334,748.0999999999999,6.75763888888889
14762,51,2,1,0,5644,0.8214643777279376,0.2991333761154695,0.9468949395558236,1.7556905856141132,131.4771588300173,51702.0,83.0,0.0,0.6,0.3333333333333333,2.9,150.9,759.8,6.729166666666667
14768,51,2,1,10,5644,0.288898069027568,0.3988445014872927,1.6429287554558751,0.18918694365574484,138.86885687161035,51703.0,83.16666666666667,0.0,0.5666666666666667,0.3611111111111111,2.966666666666667,154.55,786.8499999999999,6.700694444444445
14774,51,2,1,20,5644,0.9778544885875384,0.6877990640296635,3.4224450002468187,6.409051484826173,125.93153809195302,51704.0,83.33333333333333,0.0,0.5333333333333333,0.3888888888888889,3.033333333333333,158.20000000000002,813.9,6.6722222222222225
14780,51,2,1,30,5644,0.18918694365574484,0.2991333761154695,0.7886675449317936,5.625554161313376,135.1926789505743,51705.0,83.5,0.0,0.5,0.41666666666666663,3.0999999999999996,161.85000000000002,840.95,6.643750000000001
14786,51,2,1,40,5644,0.03279683279614394,1.2558646161950848,0.7886675449317936,2.5551895784511256,114.98784043483543,51706.0,83.66666666666667,0.0,0.4666666666666667,0.4444444444444444,3.1666666666666665,165.5,868.0,6.615277777777778
14792,51,2,1,50,5644,0.0,0.98808979567544,0.0,0.09971112537182317,118.78818031033829,51707.0,83.83333333333333,0.0,0.43333333333333335,0.4722222222222222,3.2333333333333334,169.15,895.05,6.586805555555556
14798,51,2,2,0,5644,0.2978127491320781,1.2769878647030082,0.7989593455344979,0.7886675449317936,115.6084353035365,51708.0,84.0,0.0,0.4,0.5,3.3,172.8,922.1,6.558333333333334
14804,51,2,2,10,5644,0.09971112537182317,0.2991333761154695,0.20971405134635068,0.0,114.59245812174562,51709.0,84.25,0.0,0.3166666666666667,0.5166666666666666,3.3499999999999996,169.98333333333335,915.5166666666667,6.529861111111112
14810,51,2,2,20,5644,0.0,0.5880314451430375,0.7886675449317936,0.0,106.801453737227,51710.0,84.5,0.0,0.23333333333333336,0.5333333333333333,3.4,167.16666666666669,908.9333333333334,6.501388888888889
14816,51,2,2,30,5644,1.8662331588911552,0.4316413342834366,0.11000292597452753,0.7886675449317936,112.03092291343559,51711.0,84.75,0.0,0.15000000000000002,0.55,3.45,164.35000000000002,902.35,6.472916666666667
14822,51,2,2,40,5644,0.7735476444570789,0.2991333761154695,0.09971112537182317,3.1546701797271743,115.16521589480516,51712.0,85.0,0.0,0.06666666666666671,0.5666666666666667,3.5,161.53333333333333,895.7666666666667,6.444444444444445
14828,51,2,2,50,5644,0.09971112537182317,0.2991333761154695,0.1994222507436464,6.409051484826173,88.3555042361714,51713.0,85.25,0.0,-0.016666666666666607,0.5833333333333333,3.55,158.71666666666667,889.1833333333334,6.415972222222223
14834,51,2,3,0,5644,0.03279683279614394,0.2991333761154695,0.0,4.8317163949625845,118.31686638220623,51714.0,85.5,0.0,-0.1,0.6,3.6,155.9,882.6,6.3875
14840,51,2,3,10,5644,0.0,0.2991333761154695,0.0,0.7886675449317936,97.76896788052832,51715.0,85.75,0.0,-0.11666666666666667,0.5777777777777777,3.6166666666666667,153.06666666666666,871.45,6.359027777777778
14846,51,2,3,20,5644,1.9134624801592304,0.3094251767181738,0.0,0.0,86.79512774029402,51716.0,86.0,0.0,-0.13333333333333333,0.5555555555555556,3.6333333333333333,150.23333333333335,860.3000000000001,6.330555555555556
14852,51,2,3,30,5644,0.9567312400796152,0.4985556268591159,0.11000292597452753,0.0,108.86230997648191,51717.0,86.25,0.0,-0.15000000000000002,0.5333333333333333,3.6500000000000004,147.4,849.1500000000001,6.302083333333334
14858,51,2,3,40,5644,0.98808979567544,1.087800921047263,0.010291800602704348,0.7886675449317936,108.31344875537958,51718.0,86.5,0.0,-0.16666666666666669,0.5111111111111111,3.666666666666667,144.56666666666666,838.0,6.273611111111111
14864,51,2,3,50,5644,0.0,0.2991333761154695,0.8883786703036167,0.09971112537182317,87.50423849157828,51719.0,86.75,0.0,-0.18333333333333335,0.4888888888888888,3.6833333333333336,141.73333333333335,826.85,6.2451388888888895
14870,51,2,4,0,5644,0.18918694365574484,0.2991333761154695,0.7886675449317936,2.701625303892837,108.57143254564241,51720.0,87.0,0.0,-0.2,0.4666666666666666,3.7,138.9,815.7,6.216666666666667
14876,51,2,4,10,5644,1.0247362229071908,0.3988445014872927,0.0,4.3409323487446185,96.81278959433236,51721.0,87.16666666666667,0.0,-0.21666666666666667,0.4722222222222222,3.6833333333333336,136.16666666666669,801.8000000000001,6.188194444444445
14882,51,2,4,20,5644,0.11000292597452753,0.4985556268591159,0.11000292597452753,5.5206728145225545,95.21419951453885,51722.0,87.33333333333333,0.0,-0.23333333333333334,0.47777777777777775,3.666666666666667,133.43333333333334,787.9,6.159722222222222
14888,51,2,4,30,5644,3.0429623996403143,0.4985556268591159,1.1046668341009411,1.6255595585130898,120.33061449483334,51723.0,87.5,0.0,-0.25,0.4833333333333333,3.6500000000000004,130.7,774.0,6.1312500000000005
14894,51,2,4,40,5644,0.010291800602704348,1.5961651947213715,0.06559366559228788,1.5773350898635872,109.07456991924214,51724.0,87.66666666666667,0.0,-0.26666666666666666,0.4888888888888889,3.6333333333333333,127.96666666666667,760.1,6.102777777777778
14900,51,2,4,50,5644,1.298228763427859,1.1978038470217909,0.09971112537182317,0.8214643777279376,88.34308552789923,51725.0,87.83333333333333,0.0,-0.2833333333333333,0.49444444444444446,3.6166666666666667,125.23333333333333,746.1999999999999,6.074305555555556
14906,51,2,5,0,5644,0.7735476444570789,0.3422220095143177,1.5876268904662916,0.12029472657723185,131.39522271055412,51726.0,88.0,0.0,-0.3,0.5,3.6,122.5,732.3,6.045833333333333
14912,51,2,5,10,5644,1.7136582562988174,1.1308895544461113,0.288898069027568,0.04822446864950269,130.05933812859152,51727.0,88.16666666666667,0.0,-0.31666666666666665,0.4916666666666667,3.591666666666667,122.25833333333333,732.3249999999999,6.017361111111112
14918,51,2,5,20,5644,1.0813808222266246,1.3580091661486544,0.9983815962781442,0.9211755030997608,103.93941203766045,51728.0,88.33333333333333,0.0,-0.3333333333333333,0.48333333333333334,3.5833333333333335,122.01666666666667,732.3499999999999,5.988888888888889
14924,51,2,5,30,5644,3.9977283781175936,2.48646529601302,1.0227602756494203,0.280443552189293,136.70776423228637,51729.0,88.5,0.0,-0.35,0.475,3.575,121.775,732.375,5.960416666666667
14930,51,2,5,40,5644,4.8326916883153315,3.2690382217261384,1.7273670830673602,3.432736800849524,143.74769083976025,51730.0,88.66666666666667,0.0,-0.3666666666666667,0.4666666666666667,3.566666666666667,121.53333333333333,732.4,5.9319444444444445
14936,51,2,5,50,5644,3.4293344205361493,2.963786233238608,1.6737840271625926,1.7066009900601318,136.51780051289944,51731.0,88.83333333333333,0.0,-0.38333333333333336,0.45833333333333337,3.5583333333333336,121.29166666666666,732.425,5.903472222222223
14942,51,2,6,0,5644,10.858612586580989,6.727498119587137,3.8672546895335986,6.422338314509128,181.10666171665855,51732.0,89.0,0.0,-0.4,0.45,3.55,121.05,732.45,5.875
14948,51,2,6,10,5644,2.7001460753808675,4.357988303785164,1.1149586347036458,4.644682042909626,176.27642006025474,51733.0,89.0,0.0,-0.4166666666666667,0.4416666666666667,3.5416666666666665,120.80833333333334,732.475,5.846527777777778
14954,51,2,6,20,5644,8.892975156098906,4.617848254769049,5.20411383664055,4.965817167329427,166.4357811070221,51734.0,89.0,0.0,-0.43333333333333335,0.43333333333333335,3.533333333333333,120.56666666666666,732.5,5.8180555555555555
14960,51,2,6,30,5644,8.142343673363891,8.209147799491301,5.460255216297687,11.218564362953394,230.26741522685515,51735.0,89.0,0.0,-0.45,0.42500000000000004,3.525,120.32499999999999,732.525,5.789583333333334
14966,51,2,6,40,5644,17.649798137218298,14.624803787324502,11.101091299611445,14.697790458189695,280.77219323235533,51736.0,89.0,0.0,-0.4666666666666667,0.41666666666666674,3.5166666666666666,120.08333333333333,732.55,5.761111111111111
14972,51,2,6,50,5644,25.939999875329217,11.944612373254516,7.898668793258701,16.850955307402913,288.35808664487536,51737.0,89.0,0.0,-0.48333333333333334,0.4083333333333334,3.5083333333333333,119.84166666666667,732.575,5.732638888888889
14978,51,2,7,0,5644,35.96445824525134,15.475576401039381,11.122907849245422,11.769105027581107,313.0870736608087,51738.0,89.0,0.0,-0.5,0.4000000000000001,3.5,119.6,732.6,5.704166666666667
14984,51,2,7,10,5644,42.23544510236165,19.45652647673336,15.763998089271928,14.786807353896267,369.15801927135607,51739.0,89.16666666666667,0.0,-0.4,0.4333333333333334,3.55,125.53333333333333,770.7,5.675694444444445
14990,51,2,7,20,5644,48.69085144672613,13.05844560467113,26.572442775150147,21.575473957672084,328.9894688720151,51740.0,89.33333333333333,0.0,-0.30000000000000004,0.46666666666666673,3.6,131.46666666666667,808.8000000000001,5.647222222222222
14996,51,2,7,30,5644,51.274948476058825,21.82532904231317,21.45820422140863,16.536888034847223,365.2337069924605,51741.0,89.5,0.0,-0.2,0.5,3.65,137.39999999999998,846.9000000000001,5.61875
15002,51,2,7,40,5644,49.257014678598296,18.423643021816,19.23891833036289,26.20564525215229,422.6838221915528,51742.0,89.66666666666667,0.0,-0.10000000000000003,0.5333333333333333,3.6999999999999997,143.33333333333331,885.0,5.590277777777778
15008,51,2,7,50,5644,40.220695454074104,15.788527669836267,22.938965535205757,24.40510918064076,367.058510326921,51743.0,89.83333333333333,0.0,-5.551115123125783e-17,0.5666666666666667,3.75,149.26666666666665,923.1,5.561805555555556
15014,51,2,8,0,5644,51.57536566929257,13.786041576374776,22.66473057139294,24.818384787908684,423.1631997604756,51744.0,90.0,0.0,0.1,0.6,3.8,155.2,961.2,5.533333333333333
15020,51,2,8,10,5644,47.20699670091419,15.961939568211868,26.017415768176466,31.10057209953569,401.8519403474954,51745.0,90.0,0.0,0.23333333333333334,0.6055555555555555,3.7333333333333334,155.14999999999998,952.1833333333334,5.504861111111111
15026,51,2,8,20,5644,36.019865220521005,11.700866560907595,27.509514339131123,37.41108805445629,423.10902753693614,51746.0,90.0,0.0,0.3666666666666667,0.611111111111111,3.6666666666666665,155.1,943.1666666666667,5.47638888888889
15032,51,2,8,30,5644,31.09738512146754,13.197138651813669,27.7117914044398,44.12344573789473,504.321747538286,51747.0,90.0,0.0,0.5,0.6166666666666667,3.5999999999999996,155.05,934.1500000000001,5.447916666666667
15038,51,2,8,40,5644,40.723032177708724,17.793734324292203,35.070122557093605,35.25716378842046,415.96660502019625,51748.0,90.0,0.0,0.6333333333333333,0.6222222222222222,3.533333333333333,155.0,925.1333333333333,5.419444444444444
15044,51,2,8,50,5644,54.39424731566756,17.283725494782797,33.93827256966137,47.093670809325296,447.944980579871,51749.0,90.0,0.0,0.7666666666666666,0.6277777777777778,3.466666666666667,154.95,916.1166666666667,5.3909722222222225
15050,51,2,9,0,5644,41.88871238946777,25.268017116948638,40.040338965948294,41.69683057667196,458.09690876499525,51750.0,90.0,0.0,0.9,0.6333333333333333,3.4,154.9,907.1,5.362500000000001
15056,51,2,9,10,5644,63.59260773351402,21.768189114858423,28.144426871652755,36.47252580605218,437.05931775458527,51751.0,89.66666666666667,0.0,1.3333333333333335,0.6388888888888888,3.533333333333333,166.13333333333333,964.7166666666667,5.334027777777778
15062,51,2,9,20,5644,35.06774808630836,16.958702150319642,30.695589524874645,32.386986965498096,403.2236703859743,51752.0,89.33333333333333,0.0,1.7666666666666666,0.6444444444444444,3.6666666666666665,177.36666666666667,1022.3333333333334,5.305555555555555
15068,51,2,9,30,5644,41.45748529495936,23.955029714535748,32.214648525729594,24.140223706675894,457.3070851979603,51753.0,89.0,0.0,2.2,0.6499999999999999,3.8,188.60000000000002,1079.95,5.277083333333334
15074,51,2,9,40,5644,37.45237792681353,14.635049301431275,36.5757561883966,45.543983061650245,477.37331211745806,51754.0,88.66666666666667,0.0,2.6333333333333333,0.6555555555555556,3.9333333333333336,199.83333333333334,1137.5666666666666,5.248611111111112
15080,51,2,9,50,5644,53.437758319302034,19.540615144300553,28.22037980101121,37.7035676361381,442.60891817438886,51755.0,88.33333333333333,0.0,3.066666666666667,0.6611111111111111,4.066666666666666,211.06666666666666,1195.1833333333334,5.220138888888889
15086,51,2,10,0,5644,57.988250716589576,23.575791885611665,48.3338317358659,49.707125991883295,438.5293118791183,51756.0,88.0,0.0,3.5,0.6666666666666666,4.2,222.3,1252.8,5.191666666666666
15092,51,2,10,10,5644,36.51337349809643,14.414503802179706,37.581731557692656,29.557959932556912,477.65845320899666,51757.0,86.83333333333333,0.0,3.8333333333333335,0.6722222222222222,4.2,225.48333333333335,1253.45,5.163194444444445
15098,51,2,10,20,5644,31.488469031808428,20.62416184798221,34.195359759757096,36.78552045494744,459.2406774077834,51758.0,85.66666666666667,0.0,4.166666666666667,0.6777777777777777,4.2,228.66666666666669,1254.1,5.134722222222223
15104,51,2,10,30,5644,40.167540990433146,14.878346439114829,44.11888157847577,32.38393296158499,468.6930121088554,51759.0,84.5,0.0,4.5,0.6833333333333332,4.2,231.85000000000002,1254.75,5.10625
15110,51,2,10,40,5644,41.29903056466903,23.82033638555768,34.072502993578595,37.80294807364069,478.3182822798034,51760.0,83.33333333333333,0.0,4.833333333333333,0.6888888888888888,4.2,235.03333333333333,1255.4,5.0777777777777775
15116,51,2,10,50,5644,59.19612230980749,19.46692430465962,33.96839908338471,38.470221353773354,502.5172585887197,51761.0,82.16666666666667,0.0,5.166666666666666,0.6944444444444443,4.2,238.21666666666667,1256.05,5.049305555555556
15122,51,2,11,0,5644,71.34214253192367,23.18250058519243,34.13007387984074,44.261687941830175,498.303177155868,51762.0,81.0,0.0,5.5,0.6999999999999998,4.2,241.4,1256.7,5.020833333333334
15128,51,2,11,10,5644,45.57810698983499,18.555673370027804,40.788742481619394,46.70276326623925,490.0143224523836,51763.0,79.33333333333333,0.0,5.733333333333333,0.7333333333333332,4.2,244.48333333333335,1257.5833333333335,4.992361111111111
15134,51,2,11,20,5644,51.27796023980429,17.112093576172537,39.18249041542153,30.259465378427915,478.8989798945241,51764.0,77.66666666666667,0.0,5.966666666666667,0.7666666666666666,4.2,247.56666666666666,1258.4666666666667,4.963888888888889
15140,51,2,11,30,5644,60.49904160982584,23.76917732597283,34.91073863573101,40.31374260152952,543.4421810718753,51765.0,76.0,0.0,6.2,0.7999999999999999,4.2,250.64999999999998,1259.35,4.935416666666667
